"title","authors","date","status"
"敏感すぎるあなたへ　緊張、不安、パニックは自分で断ち切れる","クラウス・ベルンハルト","2021年9月24日","UNKNOWN"
"自転車屋さんの高橋くん 【電子限定特典付】 (4) (トーチコミックス)","松虫あられ","2021年9月23日","READ"
"自転車屋さんの高橋くん (3) (トーチコミックス)","松虫あられ","2021年9月23日","READ"
"自転車屋さんの高橋くん (2) (トーチコミックス)","松虫あられ","2021年9月23日","READ"
"ブルーピリオド（１１） (アフタヌーンコミックス)","山口つばさ","2021年9月22日","READ"
"Software Design (ソフトウェアデザイン) 2021年8月号 [雑誌]","Software Design 編集部","2021年9月11日","UNKNOWN"
"地球の未来のため僕が決断したこと　気候大災害は防げる","ビル ゲイツ","2021年9月8日","UNKNOWN"
"情報を正しく選択するための認知バイアス事典","情報文化研究所","2021年9月4日","UNKNOWN"
"Webデザイン・スタンダード　伝わるビジュアルづくりとクリエイティブの最新技法","境 祐司, 小浜 愛香, 森本 友理, 野田 一輝, 北村 篤志, 有吉 学","2021年8月31日","UNKNOWN"
"イラストでわかるDockerとKubernetes Software Design plus","徳永 航平","2021年8月28日","UNKNOWN"
"スタンドUPスタート 4 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2021年8月26日","READ"
"来世ではちゃんとします 7 (ヤングジャンプコミックスDIGITAL)","いつまちゃん","2021年8月26日","UNKNOWN"
"来世ではちゃんとします 6 (ヤングジャンプコミックスDIGITAL)","いつまちゃん","2021年8月25日","UNKNOWN"
"Ｌｖ１魔王とワンルーム勇者　５巻 (ＦＵＺコミックス)","ｔｏｕｆｕ","2021年8月24日","READ"
"転生したらスライムだった件（１８） (シリウスコミックス)","川上泰樹, 伏瀬","2021年8月22日","READ"
"トリリオンゲーム（２） (ビッグコミックス)","池上遼一","2021年8月19日","READ"
"多様性の科学","マシュー・サイド","2021年8月16日","UNKNOWN"
"マンガでわかる！Auth0誕生の秘密とは","Auth0","2021年8月11日","UNKNOWN"
"１日外出録ハンチョウ（５） (ヤングマガジンコミックス)","上原求, 新井和也, 萩原天晴, 福本伸行","2021年8月3日","READ"
"１日外出録ハンチョウ（４） (ヤングマガジンコミックス)","上原求, 新井和也, 萩原天晴, 福本伸行","2021年7月31日","READ"
"１日外出録ハンチョウ（３） (ヤングマガジンコミックス)","萩原天晴, 上原求, 新井和也, 福本伸行","2021年7月29日","READ"
"絵で見てわかるシステムパフォーマンスの仕組み","小田 圭二, 榑松 谷仁, 平山 毅, 岡田 憲昌","2021年7月26日","UNKNOWN"
"「シェル芸」に効く！AWK処方箋","斉藤博文","2021年7月26日","UNKNOWN"
"琥珀の夢で酔いましょう 2巻 (マッグガーデンコミックスＥＤＥＮシリーズ)","村野真朱, 依田温","2021年7月21日","READ"
"現代語訳 論語と算盤 (ちくま新書)","渋沢栄一","2021年7月10日","UNKNOWN"
"ミステリと言う勿れ（９） (フラワーコミックスα)","田村由美","2021年7月9日","READ"
"スタンドUPスタート 3 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2021年7月9日","READ"
"スタンドUPスタート 1 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2021年7月9日","READ"
"スタンドUPスタート 2 (ヤングジャンプコミックスDIGITAL)","福田秀, 上野豪","2021年7月9日","UNKNOWN"
"数字であそぼ。（６） (フラワーコミックスα)","絹田村子","2021年7月9日","READ"
"トリリオンゲーム（１） (ビッグコミックス)","池上遼一","2021年7月7日","READ"
"24時間すべてを自分のために使うタイムマネジメント大全","池田貴将","2021年7月6日","READ"
"現場で使える Django REST Framework の教科書［3.2 LTS 対応版］ （Django の教科書シリーズ）","横瀬 明仁","2021年7月2日","READ"
"達人プログラマー ―熟達に向けたあなたの旅― 第2版","David Thomas, Andrew Hunt","2021年7月2日","UNKNOWN"
"BLUE GIANT EXPLORER（３） (ビッグコミックス)","石塚真一","2021年6月30日","READ"
"ＮＥＯ　ＨＵＭＡＮ　ネオ・ヒューマン―究極の自由を得る未来","ピーター・スコット・モーガン","2021年6月25日","UNKNOWN"
"Illustrator ＆ Photoshopデザインの作り方 アイデア図鑑","上司ニシグチ, 長井 康行, 楠田 諭史, 森 一機","2021年6月22日","UNKNOWN"
"Ｌｖ１魔王とワンルーム勇者　４巻 (ＦＵＺコミックス)","ｔｏｕｆｕ","2021年6月11日","READ"
"Ｌｖ１魔王とワンルーム勇者　３巻 (ＦＵＺコミックス)","ｔｏｕｆｕ","2021年6月11日","READ"
"オービタル・クラウド 下 (ハヤカワ文庫JA)","藤井 太洋","2021年6月10日","UNKNOWN"
"進撃の巨人（３４） (週刊少年マガジンコミックス)","諫山創","2021年6月9日","READ"
"大家さんと僕　これから","矢部太郎","2021年6月6日","READ"
"呪術廻戦 16 (ジャンプコミックスDIGITAL)","芥見下々","2021年6月4日","READ"
"楽園とは探偵の不在なり","斜線堂 有紀","2021年6月3日","UNKNOWN"
"息吹","テッド チャン","2021年6月3日","UNKNOWN"
"流れよわが涙、と孔明は言った (ハヤカワ文庫JA)","三方 行成","2021年6月3日","UNKNOWN"
"ブルーピリオド（１０） (アフタヌーンコミックス)","山口つばさ","2021年5月21日","READ"
"１日外出録ハンチョウ（２） (ヤングマガジンコミックス)","福本伸行, 萩原天晴, 上原求, 新井和也","2021年5月15日","READ"
"ドラゴン桜　超合本版（１） (モーニングコミックス)","三田紀房","2021年5月8日","READ"
"THE MODEL（MarkeZine BOOKS） マーケティング・インサイドセールス・営業・カスタマーサクセスの共業プロセス","福田 康隆","2021年4月29日","UNKNOWN"
"ドラゴン桜2(14) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(13) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(12) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(11) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(10) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(9) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(8) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(7) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(6) (コルク)","三田紀房","2021年4月28日","UNKNOWN"
"ドラゴン桜2(5) (コルク)","三田紀房","2021年4月28日","READ"
"ドラゴン桜2(4) (コルク)","三田紀房","2021年4月28日","READ"
"Clean Architecture for React 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","今森 大地","2021年4月10日","UNKNOWN"
"監督不行届 (FEEL COMICS)","安野モヨコ","2021年4月10日","READ"
"ブレイン メンタル 強化大全","樺沢紫苑","2021年4月9日","UNKNOWN"
"日本一わかりやすい ひとり社長の節税","田淵宏明","2021年4月8日","UNKNOWN"
"豊富な作例で学ぶ　Adobe XD Webデザイン入門 (Compass Booksシリーズ)","池原健治, 井斉花織, 佐々木雄平, 佐藤修, 田中由花, 古堂あゆ美, 緑間なつみ","2021年4月4日","UNKNOWN"
"大前研一 ニューノーマル時代の「構想力」","大前 研一","2021年4月3日","UNKNOWN"
"はじめてのUIデザイン 改訂版","池田 拓司, 宇野 雄, 上ノ郷谷 太一, 坪田 朋, 元山 和之, 吉竹 遼","2021年3月24日","UNKNOWN"
"2030年：すべてが「加速」する世界に備えよ (NewsPicksパブリッシング)","ピーター・ディアマンディス, スティーブン・コトラー","2021年3月22日","UNKNOWN"
"未来を実装する――テクノロジーで社会を変革する４つの原則","馬田隆明","2021年3月22日","UNKNOWN"
"呪術廻戦 逝く夏と還る秋 (ジャンプジェイブックスDIGITAL)","芥見下々, 北國ばらっど","2021年3月22日","READ"
"男は見た目が9割　美容皮膚科医が教える嫌われない男の美容大全","堀江 義明","2021年3月21日","UNKNOWN"
"スタンフォード式生き抜く力","星 友啓","2021年3月21日","UNKNOWN"
"突破するデザイン","ロベルト・ベルガンティ","2021年3月21日","UNKNOWN"
"これならわかる！ 人を動かすデザイン22の法則","ウジ トモコ","2021年3月21日","UNKNOWN"
"大人男子の「超」清潔感ハック","宮永 えいと","2021年3月21日","UNKNOWN"
"呪術廻戦 公式ファンブック (ジャンプコミックスDIGITAL)","芥見下々","2021年3月20日","UNKNOWN"
"ＤＡＹＳ（４２） (週刊少年マガジンコミックス)","安田剛士","2021年3月17日","READ"
"無駄な仕事が全部消える超効率ハック","羽田康祐k_bird","2021年3月13日","UNKNOWN"
"ミステリと言う勿れ（８） (フラワーコミックスα)","田村由美","2021年3月12日","READ"
"インフラ/ネットワークエンジニアのためのネットワーク・デザインパターン　実務で使えるネットワーク構成の最適解２７","みやた ひろし","2021年3月7日","UNKNOWN"
"パケットキャプチャの教科書","みやた ひろし","2021年3月7日","UNKNOWN"
"新しいLinuxの教科書","三宅 英明, 大角 祐介","2021年3月7日","UNKNOWN"
"実践Firestore 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","福田 雄貴","2021年3月5日","UNKNOWN"
"チェンソーマン 11 (ジャンプコミックスDIGITAL)","藤本タツキ","2021年3月4日","READ"
"呪術廻戦 15 (ジャンプコミックスDIGITAL)","芥見下々","2021年3月4日","READ"
"BLUE GIANT EXPLORER（２） (ビッグコミックス)","石塚真一","2021年3月1日","READ"
"React環境構築の教科書 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","井手 優太","2021年2月26日","UNKNOWN"
"数学ゴールデン 2 (ヤングアニマルコミックス)","藏丸竜彦","2021年2月26日","READ"
"フロントエンド開発入門 プロフェッショナルな開発ツールと設計・実装","安達稜, 武田諭","2021年2月20日","UNKNOWN"
"なんでも図解――絵心ゼロでもできる！　爆速アウトプット術","日高 由美子","2021年2月20日","UNKNOWN"
"数字であそぼ。（５） (フラワーコミックスα)","絹田村子","2021年2月20日","UNKNOWN"
"不老長寿メソッド 死ぬまで若いは武器になる","鈴木祐","2021年2月20日","UNKNOWN"
"炎炎ノ消防隊（２７） (週刊少年マガジンコミックス)","大久保篤","2021年2月17日","UNKNOWN"
"Amazon Web Services コスト最適化入門 (技術の泉シリーズ（NextPublishing）)","大澤 秀一","2021年2月13日","UNKNOWN"
"Game Programming Patterns ソフトウェア開発の問題解決メニュー impress top gearシリーズ","Robert Nystrom, 武舎広幸, 阿部和也, 上西昌弘","2021年2月12日","UNKNOWN"
"数字であそぼ。（４） (フラワーコミックスα)","絹田村子","2021年2月5日","READ"
"ワールドトリガー 23 (ジャンプコミックスDIGITAL)","葦原大介","2021年2月4日","READ"
"呪術廻戦 0 東京都立呪術高等専門学校 (ジャンプコミックスDIGITAL)","芥見下々","2021年2月2日","READ"
"逆ソクラテス (集英社文芸単行本)","伊坂幸太郎","2021年1月30日","UNKNOWN"
"ブルーピリオド（９） (アフタヌーンコミックス)","山口つばさ","2021年1月21日","READ"
"数字であそぼ。（３） (フラワーコミックスα)","絹田村子","2021年1月10日","READ"
"数字であそぼ。（２） (フラワーコミックスα)","絹田村子","2021年1月10日","READ"
"進撃の巨人（３３） (週刊少年マガジンコミックス)","諫山創","2021年1月8日","READ"
"呪術廻戦 14 (ジャンプコミックスDIGITAL)","芥見下々","2021年1月7日","READ"
"進撃の巨人（３１） (週刊少年マガジンコミックス)","諫山創","2021年1月6日","READ"
"チェンソーマン 10 (ジャンプコミックスDIGITAL)","藤本タツキ","2021年1月4日","READ"
"炎炎ノ消防隊（２６） (週刊少年マガジンコミックス)","大久保篤","2020年12月28日","UNKNOWN"
"炎炎ノ消防隊（２５） (週刊少年マガジンコミックス)","大久保篤","2020年12月28日","UNKNOWN"
"kubectl完全逆引きリファレンス 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","太田 佳敬","2020年12月20日","UNKNOWN"
"オードリー・タン デジタルとAIの未来を語る","オードリー・タン, プレジデント書籍編集チーム","2020年12月20日","UNKNOWN"
"The DevOps ハンドブック 理論・原則・実践のすべて","ジーン・キム, ジェズ・ハンブル, パトリック・ボア, ジョン・ウィリス","2020年12月20日","UNKNOWN"
"Pythonで学ぶ音源分離 機械学習実践シリーズ","戸上 真人","2020年12月19日","UNKNOWN"
"現場が輝くデジタルトランスフォーメーション――ＲＰＡ×ＡＩで日本を変える","長谷川 康一","2020年12月19日","UNKNOWN"
"ＤＡＹＳ（４１） (週刊少年マガジンコミックス)","安田剛士","2020年12月18日","UNKNOWN"
"The DevOps 勝利をつかめ！　技術的負債を一掃せよ","ジーン・キム","2020年12月7日","UNKNOWN"
"ローカル女子の遠吠え【電子限定版】　７巻 (まんがタイムコミックス)","瀬戸口みづき","2020年12月7日","READ"
"鬼滅の刃 23 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2020年12月4日","READ"
"心理的安全性のつくりかた　「心理的柔軟性」が困難を乗り越えるチームに変える","石井遼介","2020年11月10日","UNKNOWN"
"FIRE 最強の早期リタイア術――最速でお金から自由になれる究極メソッド","クリスティー・シェン, ブライス・リャン","2020年11月8日","UNKNOWN"
"罪の声 (講談社文庫)","塩田武士","2020年11月4日","UNKNOWN"
"チェンソーマン 9 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年11月4日","READ"
"最高の脳で働く方法 Your Brain at Work（ユアブレイン アットワーク）","デイビッド・ロック","2020年10月30日","UNKNOWN"
"BLUE GIANT EXPLORER（１） (ビッグコミックス)","石塚真一","2020年10月30日","READ"
"BLUE GIANT SUPREME（１１） (ビッグコミックススペシャル)","石塚真一","2020年10月30日","READ"
"ＤＡＹＳ（４０） (週刊少年マガジンコミックス)","安田剛士","2020年10月23日","READ"
"独学大全――絶対に「学ぶこと」をあきらめたくない人のための５５の技法","読書猿","2020年10月21日","UNKNOWN"
"鬼滅の刃 22 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2020年10月2日","READ"
"Adobe XDではじめるWebデザイン＆プロトタイピング 一歩先行く現場のスキル","松下 絵梨","2020年9月29日","UNKNOWN"
"CAREER SKILLS　ソフトウェア開発者の完全キャリアガイド","ジョン・ソンメズ","2020年9月29日","UNKNOWN"
"ミライをつくろう！ VRで紡ぐバーチャル創世記","GOROman, 西田 宗千佳","2020年9月29日","UNKNOWN"
"Web APIの設計","Arnaud Lauret","2020年9月26日","UNKNOWN"
"僕はロボットごしの君に恋をする (河出文庫)","山田悠介","2020年9月26日","UNKNOWN"
"ブルーピリオド（８） (アフタヌーンコミックス)","山口つばさ","2020年9月24日","READ"
"1冊ですべて身につくHTML ＆ CSSとWebデザイン入門講座","Mana","2020年9月20日","UNKNOWN"
"半沢直樹　アルルカンと道化師","池井戸潤","2020年9月19日","READ"
"人は悪魔に熱狂する　悪と欲望の行動経済学","松本 健太郎","2020年9月14日","UNKNOWN"
"ミステリと言う勿れ（７） (フラワーコミックスα)","田村由美","2020年9月12日","READ"
"数字であそぼ。（１） (フラワーコミックスα)","絹田村子","2020年9月11日","READ"
"体系的に学ぶ 安全なWebアプリケーションの作り方 第2版［リフロー版］　脆弱性が生まれる原理と対策の実践","徳丸 浩","2020年8月29日","UNKNOWN"
"働く人のための感情資本論――パワハラ・メンタルヘルス・ライフハックの社会学","山田 陽子","2020年8月28日","UNKNOWN"
"良い戦略、悪い戦略 (日本経済新聞出版)","リチャード・Ｐ・ルメルト","2020年8月24日","UNKNOWN"
"三体Ⅱ　黒暗森林（下）","劉 慈欣","2020年8月24日","UNKNOWN"
"数学ゴールデン 1 (ヤングアニマルコミックス)","藏丸竜彦","2020年8月24日","READ"
"ミステリと言う勿れ（６） (フラワーコミックスα)","田村由美","2020年8月24日","READ"
"ＤＡＹＳ（３９） (週刊少年マガジンコミックス)","安田剛士","2020年8月17日","READ"
"15Stepで習得 Dockerから入るKubernetes","高良真穂","2020年8月16日","UNKNOWN"
"天才を殺す凡人 職場の人間関係に悩む、すべての人へ (日本経済新聞出版)","北野唯我","2020年8月11日","UNKNOWN"
"その仕事、全部やめてみよう――１％の本質をつかむ「シンプルな考え方」","小野 和俊","2020年8月5日","UNKNOWN"
"チェンソーマン 8 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年8月4日","READ"
"RANGE（レンジ）　知識の「幅」が最強の武器になる","デイビッド・エプスタイン","2020年8月1日","UNKNOWN"
"ミステリと言う勿れ（５） (フラワーコミックスα)","田村由美","2020年7月31日","READ"
"ミステリと言う勿れ（４） (フラワーコミックスα)","田村由美","2020年7月30日","READ"
"ミステリと言う勿れ（３） (フラワーコミックスα)","田村由美","2020年7月30日","READ"
"ミステリと言う勿れ（２） (フラワーコミックスα)","田村由美","2020年7月30日","READ"
"精神科医が教える ストレスフリー超大全――人生のあらゆる「悩み・不安・疲れ」をなくすためのリスト","樺沢 紫苑","2020年7月24日","UNKNOWN"
"日日是好日―「お茶」が教えてくれた15のしあわせ― （新潮文庫）","森下典子","2020年7月23日","UNKNOWN"
"ＤＡＹＳ（３８） (週刊少年マガジンコミックス)","安田剛士","2020年7月23日","READ"
"いつも「時間がない」あなたに　欠乏の行動経済学 (早川書房)","センディル ムッライナタン, エルダー シャフィール","2020年7月20日","UNKNOWN"
"OAuth徹底入門 セキュアな認可システムを適用するための原則と実践","Justin Riche, Antonio Sanso","2020年7月17日","UNKNOWN"
"ワークマンは 商品を変えずに売り方を変えただけで なぜ2倍売れたのか","酒井大輔","2020年7月12日","UNKNOWN"
"レベルアップNode.js 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","佐々木 勝広","2020年7月8日","UNKNOWN"
"迷わない！困らない！レガシーフロントエンド安全改善ガイド 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","麦島 一","2020年7月8日","UNKNOWN"
"スターティングgRPC 技術の泉シリーズ (技術の泉シリーズ（NextPublishing）)","武上 将樹","2020年7月5日","UNKNOWN"
"鬼滅の刃 21 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2020年7月3日","READ"
"個人開発をはじめよう！クリエイター25人の実践エピソード (技術の泉シリーズ（NextPublishing）)","ゆずたそ","2020年7月2日","UNKNOWN"
"リモートワークの達人 (ハヤカワ文庫NF)","ジェイソン フリード, デイヴィッド ハイネマイヤー ハンソン","2020年7月2日","UNKNOWN"
"三体Ⅱ　黒暗森林（上）","劉 慈欣","2020年6月20日","UNKNOWN"
"英文法をこわす　感覚による再構築 (ＮＨＫ出版新書)","大西 泰斗","2020年6月17日","UNKNOWN"
"1回で伝わる 短い英語","mami","2020年6月17日","UNKNOWN"
"ディズニーＣＥＯが実践する１０の原則","ロバート アイガー","2020年6月14日","UNKNOWN"
"Who You Are（フーユーアー）君の真の言葉と行動こそが困難を生き抜くチームをつくる","ベン・ホロウィッツ","2020年6月13日","UNKNOWN"
"働き方５．０～これからの世界をつくる仲間たちへ～（小学館新書）","落合陽一","2020年6月9日","UNKNOWN"
"快感回路　なぜ気持ちいいのか　なぜやめられないのか (河出文庫)","デイヴィッド・Ｊ・リンデン","2020年6月8日","UNKNOWN"
"ほしとんで02 (ジーンＬＩＮＥコミックス)","本田","2020年6月4日","UNKNOWN"
"チェンソーマン 7 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年6月4日","READ"
"ワールドトリガー 22 (ジャンプコミックスDIGITAL)","葦原大介","2020年6月4日","READ"
"ローカル女子の遠吠え【電子限定版】　６巻 (まんがタイムコミックス)","瀬戸口みづき","2020年6月4日","READ"
"鬼滅の刃 20 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2020年5月13日","READ"
"人形の国（１） (シリウスコミックス)","弐瓶勉","2020年5月11日","READ"
"大きな嘘の木の下で　～僕がOWNDAYSを経営しながら考えていた10のウソ。～ (NewsPicks Book)","田中修治","2020年5月10日","UNKNOWN"
"実践Node.jsプログラミング Programmer's SELECTION","Mike Cantelon, Marc Harter, T.J. Holowaychuk, Naithan Rajlich","2020年5月10日","UNKNOWN"
"コロナショック・サバイバル　日本経済復興計画 (文春e-book)","冨山 和彦","2020年5月9日","UNKNOWN"
"日本の15歳はなぜ学力が高いのか？　５つの教育大国に学ぶ成功の秘密 (早川書房)","ルーシー クレハン","2020年5月8日","UNKNOWN"
"「続けられる人」だけが人生を変えられる ダメな自分がなりたい自分になる“１分ノート”","大平 信孝","2020年5月5日","UNKNOWN"
"実践版ＧＲＩＴ　やり抜く力を手に入れる","キャロライン・アダムス・ミラー","2020年5月1日","UNKNOWN"
"テスト駆動Python","BrianOkken","2020年5月1日","UNKNOWN"
"達人に学ぶDB設計 徹底指南書","ミック","2020年5月1日","UNKNOWN"
"達人に学ぶSQL徹底指南書 第2版 初級者で終わりたくないあなたへ","ミック","2020年5月1日","UNKNOWN"
"関数型リアクティブプログラミング","株式会社クイープ, AnthonyJones, StephenBlackheath","2020年5月1日","UNKNOWN"
"BLUE GIANT SUPREME（１０） (ビッグコミックススペシャル)","石塚真一","2020年4月27日","READ"
"ニューヨークのアートディレクターがいま、日本のビジネスリーダーに伝えたいこと","小山田育, 渡邊デルーカ瞳","2020年4月25日","UNKNOWN"
"流浪の月","凪良 ゆう","2020年4月20日","UNKNOWN"
"マリアビートル (角川文庫)","伊坂 幸太郎","2020年4月15日","UNKNOWN"
"数学ガールの秘密ノート／学ぶための対話","結城 浩","2020年4月7日","UNKNOWN"
"国家はなぜ衰退するのか　権力・繁栄・貧困の起源（上）","ダロン・アセモグル, ジェイムズ・A・ロビンソン, 鬼澤 忍","2020年4月5日","UNKNOWN"
"国家はなぜ衰退するのか　権力・繁栄・貧困の起源（下）","ダロン・アセモグル, ジェイムズ・A・ロビンソン, 鬼澤 忍","2020年4月5日","UNKNOWN"
"ＡＸ アックス (角川文庫)","伊坂 幸太郎","2020年4月3日","READ"
"Dr.STONE 15 (ジャンプコミックスDIGITAL)","稲垣理一郎, Boichi","2020年4月3日","UNKNOWN"
"面白い生き方をしたかったので仕方なくマンガを1000冊読んで考えた　→そしたら人生観変わった","堀江 貴文","2020年3月28日","UNKNOWN"
"「自分だけの答え」が見つかる 13歳からのアート思考","末永 幸歩","2020年3月28日","UNKNOWN"
"チェンソーマン 6 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年3月28日","READ"
"チェンソーマン 5 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年3月28日","READ"
"チェンソーマン 4 (ジャンプコミックスDIGITAL)","藤本タツキ","2020年3月28日","READ"
"山月記","中島 敦","2020年3月27日","READ"
"CODE: コードから見たコンピュータのからくり","Charles Petzold","2020年3月23日","UNKNOWN"
"文系プログラマーのためのPythonで学び直す高校数学","谷尻かおり（メディックエンジニアリング）","2020年3月23日","UNKNOWN"
"ブルーピリオド（７） (アフタヌーンコミックス)","山口つばさ","2020年3月23日","READ"
"他者と働く──「わかりあえなさ」から始める組織論 (NewsPicksパブリッシング)","宇田川元一","2020年3月21日","UNKNOWN"
"お金のこと何もわからないままフリーランスになっちゃいましたが税金で損しない方法を教えてください！","大河内薫, 若林杏樹","2020年2月27日","READ"
"シン・ニホン AI×データ時代における日本の再生と人材育成 (NewsPicksパブリッシング)","安宅和人","2020年2月21日","UNKNOWN"
"２１　Ｌｅｓｓｏｎｓ　特別試し読み版　２１世紀の人類のための２１の思考","ユヴァル・ノア・ハラリ","2020年2月19日","UNKNOWN"
"鬼滅の刃 19 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2020年2月4日","READ"
"顧客が熱狂するネット靴店　ザッポス伝説","トニー・シェイ","2020年1月5日","UNKNOWN"
"ネクスト・ブロックチェーン 次世代産業創成のエコシステム (日本経済新聞出版)","矢野誠, クリス・ダイ, 増田健一, 岸本吉生","2019年12月29日","UNKNOWN"
"ひとりの妄想で未来は変わる　VISION DRIVEN INNOVATION","佐宗 邦威","2019年12月29日","UNKNOWN"
"人に頼む技術コロンビア大学の嫌な顔されずに人を動かす科学","ハイディ・グラント","2019年12月29日","UNKNOWN"
"アフターデジタル　オフラインのない時代に生き残る","藤井 保文, 尾原 和啓","2019年12月29日","UNKNOWN"
"アリババ　世界最強のスマートビジネス (文春e-book)","ミン・ゾン","2019年12月29日","UNKNOWN"
"TikTok 最強のSNSは中国から生まれる","黄未来","2019年12月29日","UNKNOWN"
"イシューからはじめよ――知的生産の「シンプルな本質」","安宅和人","2019年12月25日","UNKNOWN"
"Python実践データ分析100本ノック","下山輝昌, 松田雄馬, 三木孝行","2019年12月25日","UNKNOWN"
"ブルーピリオド（１） (アフタヌーンコミックス)","山口つばさ","2019年12月20日","READ"
"はじめアルゴリズム（１） (モーニングコミックス)","三原和人","2019年12月20日","UNKNOWN"
"時間革命　１秒もムダに生きるな","堀江　貴文","2019年12月17日","READ"
"ニュータイプの時代","山口 周","2019年12月16日","UNKNOWN"
"マーダーボット・ダイアリー　上 (創元ＳＦ文庫)","マーサ・ウェルズ","2019年12月15日","UNKNOWN"
"ワールドトリガー 21 (ジャンプコミックスDIGITAL)","葦原大介","2019年12月6日","READ"
"鬼滅の刃 18 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年12月4日","READ"
"1兆ドルコーチ――シリコンバレーのレジェンド　ビル・キャンベルの成功の教え","エリック・シュミット, ジョナサン・ローゼンバーグ, アラン・イーグル","2019年12月1日","UNKNOWN"
"見て試してわかる機械学習アルゴリズムの仕組み 機械学習図鑑","秋庭 伸也, 杉山 阿聖, 寺田 学","2019年12月1日","UNKNOWN"
"ゼロ・トゥ・ワン　君はゼロから何を生み出せるか","ピーター・ティール, ブレイク・マスターズ","2019年12月1日","UNKNOWN"
"Elasticsearch実践ガイド impress top gearシリーズ","惣道 哲也","2019年12月1日","UNKNOWN"
"２０３０年の世界地図帳　あたらしい経済とSDGs、未来への展望","落合 陽一","2019年11月15日","UNKNOWN"
"いちばんやさしい量子コンピューターの教本　人気講師が教える世界が注目する最新テクノロジー 「いちばんやさしい教本」シリーズ","湊雄一郎","2019年11月3日","UNKNOWN"
"確率思考の戦略論　ＵＳＪでも実証された数学マーケティングの力 (角川書店単行本)","森岡 毅, 今西 聖貴","2019年10月22日","UNKNOWN"
"理科系の作文技術（リフロー版） (中公新書)","木下是雄","2019年10月22日","UNKNOWN"
"イノベーターズ２　天才、ハッカー、ギークがおりなすデジタル革命史","ウォルター・アイザックソン","2019年10月20日","UNKNOWN"
"ヤバい集中力　1日ブッ通しでアタマが冴えわたる神ライフハック45","鈴木 祐","2019年10月13日","UNKNOWN"
"鬼滅の刃 17 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月8日","READ"
"鬼滅の刃 16 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月8日","READ"
"鬼滅の刃 13 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","READ"
"鬼滅の刃 15 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","READ"
"鬼滅の刃 14 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","READ"
"鬼滅の刃 12 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","READ"
"鬼滅の刃 11 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","READ"
"鬼滅の刃 10 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月5日","UNKNOWN"
"鬼滅の刃 8 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月4日","READ"
"鬼滅の刃 7 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月4日","READ"
"鬼滅の刃 9 (ジャンプコミックスDIGITAL)","吾峠呼世晴","2019年10月4日","READ"
"「目的思考」で学びが変わる──千代田区立麹町中学校長・工藤勇一の挑戦","多田慎介","2019年9月26日","UNKNOWN"
"ローカル女子の遠吠え【電子限定版】　５巻 (まんがタイムコミックス)","瀬戸口みづき","2019年9月21日","READ"
"ローカル女子の遠吠え【電子限定版】　４巻 (まんがタイムコミックス)","瀬戸口みづき","2019年9月20日","READ"
"ローカル女子の遠吠え【電子限定版】　３巻 (まんがタイムコミックス)","瀬戸口みづき","2019年9月20日","READ"
